Medical Text,Medicine\ Chemical Name,Organ,Disease,Hormone,Pharmacological Class,Common Medical Terms
"এনালাপ্রিল উচ্চ রক্তচাপ, লক্ষণীয় হৃদযন্ত্রের ব্যর্থতা এবং উপসর্গবিহীন বাম ভেন্ট্রিকুলার কর্মহীনতার চিকিত্সার জন্য ব্যবহৃত হয়। ",এনালাপ্রিল,হৃদযন্ত্র,"উচ্চ রক্তচাপ, হৃদযন্ত্রের ব্যর্থতা, বাম ভেন্ট্রিকুলার কর্মহীনতা ",,ACE ইনহিবিটর,চিকিত্সা
"এনালাপ্রিলের সাথে চিকিত্সার সময় যে কোনও সময়ে অ্যাঞ্জিওডিমা হতে পারে, তবে প্রথম কয়েকটি ডোজ পরে এটি সবচেয়ে সাধারণ। ",এনালাপ্রিল,,,,ACE ইনহিবিটর,"অ্যাঞ্জিওডিমা , চিকিত্সা, ডোজ"
"এনালাপ্রিলের অণুর একটি অংশ হিসাবে একটি এল-প্রোলিন ময়েটি রয়েছে যা ওষুধের মৌখিক জৈব উপলভ্যতার জন্য দায়ী। এটি একটি প্রো-ড্রাগ, যার মানে এটি বিপাক হওয়ার পরে তার কার্য সম্পাদন করে।",এনালাপ্রিল,,,,প্রো-ড্রাগ,"অণু, এল-প্রোলিন, মৌখিক জৈব উপলভ্যতা, বিপাকঅণু, এল-প্রোলিন, মৌখিক জৈব উপলভ্যতা, বিপাক"
"এই কাঠামোগত বৈশিষ্ট্য এবং বিপাকের প্রক্রিয়া যা ওষুধটি এনজাইমকে বাধা দেওয়ার আগে অবশ্যই ঘটতে পারে তা ব্যাখ্যা করে কেন এটি একই ইঙ্গিতের জন্য ব্যবহৃত অন্য একটি অনুরূপ ওষুধ, ক্যাপ্টোপ্রিলের চেয়ে বেশি ক্রিয়াশীল।",এনালাপ্রিল,,,,ACE ইনহিবিটর," কাঠামোগত বৈশিষ্ট্য, বিপাক, এনজাইম, বাধা, কার্যকারিতা"
"ক্যাপ্টোপ্রিলের তুলনায় এনালাপ্রিলের কর্মের সূচনা ধীর তবে কর্মের সময়কাল বেশি। যাইহোক, ক্যাপ্টোপ্রিলের বিপরীতে, এনালাপ্রিলের থিওল ময়েটি নেই।",এনালাপ্রিল,,,,ACE ইনহিবিটর,"কর্মের সূচনা, কর্মের সময়কাল, থিওল ময়েটি"
"স্কুইব প্রথম এসিই ইনহিবিটর, ক্যাপ্টোপ্রিল বিকশিত করেছিল, কিন্তু এটির বিরূপ প্রভাব ছিল যেমন ধাতব স্বাদ (যা দেখা গেছে, সালফাইড্রিল গ্রুপের কারণে )।  একটি প্রতিযোগী পণ্য হিসাবেএনালাপ্রিলবিকশিত. ",এনালাপ্রিল,,,,ACE ইনহিবিটর,"বিরূপ প্রভাব, ধাতব স্বাদ, সালফাইড্রিল গ্রুপ, প্রতিযোগী পণ্য"
"এনালাপ্রিল্যাট প্রথম বিকশিত হয়েছিল, আংশিকভাবে ক্যাপ্টোপ্রিলের এই সীমাবদ্ধতাগুলি কাটিয়ে উঠতে।",এনালাপ্রিল,,,,ACE ইনহিবিটর,"সীমাবদ্ধতা, কাটিয়ে ওঠা"
"একটি এজিওটিসিন রূপান্তর এনজাইম নিষ্ক্রিয়কারী, এনালাপ্রিল (Enalapril) হাইপারটেনশন চিকিত্সার ক্ষেত্রে সহায়তা করে, যা উচ্চ রক্তচাপ , উভয় প্রাপ্তবয়স্কদের পাশাপাশি একটি এক মাস বয়সী শিশুদের হতে পারে । ",এনালাপ্রিল,হৃদযন্ত্র,উচ্চ রক্তচাপ,,ACE ইনহিবিটর,"এজিওটিসিন রূপান্তর এনজাইম, হাইপারটেনশন, চিকিত্সা"
এনালাপ্রিল কার্যকরভাবে কনজিস্টিভ হার্ট ফেইল সহ প্রাপ্তবয়স্কদেরও আচরণ করে।,এনালাপ্রিল,হৃদযন্ত্র,কনজেস্টিভ হার্ট ফেইল,,ACE ইনহিবিটর,"কার্যকর, চিকিত্সা"
এনালাপ্রিলহৃৎপিণ্ড ব্যাধি রোগীদের নির্ধারিত হয়। এই ব্যাধি শরীরের অন্যান্য অংশে রক্ত ​​পাম্প করার হার্ট ক্ষমতা প্রভাবিত করতে পারে।,এনালাপ্রিল,হৃদযন্ত্র,হৃদপিণ্ড ব্যাধি,,ACE ইনহিবিটর,"নির্ধারিত, রক্ত পাম্প, ক্ষমতা, ব্যাধি"
এনালাপ্রিল (Enalapril) নতুন মায়েদের তাদের সন্তানের নার্সিং থেকে নিরুৎসাহিত করা হয়।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"নার্সিং, নিরুৎসাহিত"
এনালাপ্রিল প্রেসক্রিপশন এবং ডাক্তারের আদেশের দিকনির্দেশ অনুসারে নেওয়া উচিত।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"প্রেসক্রিপশন, ডাক্তারের আদেশ, দিকনির্দেশ"
এনালাপ্রিল এনজিওটেনসিন-রূপান্তরকারী এনজাইম নামক একটি এনজাইমকে বাধা দিয়ে কাজ করে যার ফলে প্লাজমা অ্যাঞ্জিওটেনসিন II হ্রাস পায় এবং অ্যালডোস্টেরন নিঃসরণ হ্রাস পায়।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"এনজিওটেনসিন-রূপান্তরকারী এনজাইম, প্লাজমা অ্যাঞ্জিওটেনসিন II, হ্রাস, নিঃসরণ"
"এনালাপ্রিল একটি প্রেসক্রিপশন ড্রাগ যা চিকিত্সার জন্য ব্যবহৃত হয় উচ্চ রক্তচাপ (উচ্চ রক্তচাপ), বাম ভেন্ট্রিকুলার কর্মহীনতা, এবং কনজেস্টিভ হার্ট ফেইলিউরের লক্ষণ। ",এনালাপ্রিল,হৃদযন্ত্র," উচ্চ রক্তচাপ , বাম ভেন্ট্রিকুলার কর্মহীনতা , কনজেস্টিভ হার্ট ফেইলিউর",,ACE ইনহিবিটর," প্রেসক্রিপশন ড্রাগ, চিকিত্সা, লক্ষণ"
"এনালাপ্রিল ওষুধের ACE ইনহিবিটর পরিবারের অন্তর্গত এবং অ্যাঞ্জিওটেনসিন II এর বিকাশ রোধ করে কাজ করে, যা ধমনীকে শিথিল করে, রক্তচাপ কমায় এবং হৃৎপিণ্ডের রক্ত ​​পাম্প করা সহজ করে।",এনালাপ্রিল,হৃদযন্ত্র,"উচ্চ রক্তচাপ, হৃদযন্ত্রের কার্যক্ষমতা",,"বিকাশ রোধ, শিথিল, রক্তচাপ, হৃৎপিণ্ডের রক্ত পাম্প",ACE ইনহিবিটর
এনালাপ্রিল সাধারণত গর্ভাবস্থায় সুপারিশ করা হয় না কিন্তু যদি সুবিধাগুলি ঝুঁকির চেয়ে বেশি হয় তবে এটি নির্ধারিত হতে পারে।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"গর্ভাবস্থা, ঝুঁকি, সুবিধা"
"এনালাপ্রিল উচ্চ রক্তচাপ, বাম ভেন্ট্রিকুলার কর্মহীনতা এবং কনজেস্টিভ হার্ট ফেইলিউরের লক্ষণগুলির চিকিত্সার জন্য ব্যবহৃত হয়।",এনালাপ্রিল,হৃদযন্ত্র,"উচ্চ রক্তচাপ, বাম ভেন্ট্রিকুলার কর্মহীনতা, কনজেস্টিভ হার্ট ফেইলিউর",,ACE ইনহিবিটর,"চিকিত্সা, লক্ষণ"
এনালাপ্রিল হল একটি এনজিওটেনসিন-রূপান্তরকারী এনজাইম (ACE) ইনহিবিটার যা সাধারণত উচ্চ রক্তচাপ (উচ্চ রক্তচাপ) এবং হার্ট ফেইলিউরের মতো অবস্থার চিকিৎসার জন্য নির্ধারিত হয়।,এনালাপ্রিল,হৃদযন্ত্র,"উচ্চ রক্তচাপ , হার্ট ফেইলিউর",,ACE ইনহিবিটর,"এনজিওটেনসিন-রূপান্তরকারী এনজাইম, চিকিৎসা, অবস্থার"
"এনালাপ্রিল সাধারণত ভাল সহ্য করা হয়, যে কোনও ওষুধের মতো, এটি কিছু ব্যক্তির মধ্যে পার্শ্ব প্রতিক্রিয়া সৃষ্টি করতে পারে।",এনালাপ্রিল,,,,ACE ইনহিবিটর," পার্শ্ব প্রতিক্রিয়া, সহ্য করা"
এনালাপ্রিল গ্রহণকারী ব্যক্তিদের জন্য এই সম্ভাব্য পার্শ্বপ্রতিক্রিয়া সম্পর্কে সচেতন হওয়া এবং তাদের স্বাস্থ্যসেবা প্রদানকারীর কাছে অস্বাভাবিক বা গুরুতর লক্ষণগুলি রিপোর্ট করা অত্যন্ত গুরুত্বপূর্ণ।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"পার্শ্বপ্রতিক্রিয়া, স্বাস্থ্যসেবা প্রদানকারী, অস্বাভাবিক, গুরুতর লক্ষণ"
পার্শ্বপ্রতিক্রিয়া সম্পর্কে ব্যক্তিগতকৃত তথ্যের জন্য এবং এনালাপ্রিল সম্পর্কিত কোনো উদ্বেগ বা প্রশ্নের সমাধানের জন্য ব্যক্তিদের তাদের স্বাস্থ্যসেবা প্রদানকারীর সাথে পরামর্শ করা অপরিহার্য।,এনালাপ্রিল,,,,ACE ইনহিবিটর,"পার্শ্বপ্রতিক্রিয়া, স্বাস্থ্যসেবা প্রদানকারী, পরামর্শ, উদ্বেগ, প্রশ্ন"
এনালাপ্রিল উচ্চ রক্তচাপের চিকিত্সার জন্য ব্যবহৃত হয়। উচ্চ রক্তচাপ পরিচালনা করতে এটি একা বা অন্যান্য অ্যান্টিহাইপারটেনসিভ এজেন্টের সাথে একত্রে ব্যবহৃত হয়।,এনালাপ্রিল,হৃদযন্ত্র,উচ্চ রক্তচাপ,,ACE ইনহিবিটর,"অ্যান্টিহাইপারটেনসিভ এজেন্ট, চিকিত্সা, পরিচালনা"
"এনালাপ্রিল এর কাজ ডায়াবেটিক নেফ্রোপ্যাথি, উচ্চ রক্তচাপ (উচ্চ রক্তচাপ), লক্ষণীয় কনজেস্টিভ হার্ট ফেইলিউর, উপসর্গহীন বাম ভেন্ট্রিকুলার কর্মহীনতা",এনালাপ্রিল,"কিডনি, হৃদযন্ত্র ","ডায়াবেটিক নেফ্রোপ্যাথি , উচ্চ রক্তচাপ , কনজেস্টিভ হার্ট ফেইলিউর , বাম ভেন্ট্রিকুলার কর্মহীনতা ",,ACE ইনহিবিটর," লক্ষণীয়, উপসর্গহীন"
"এনালাপ্রিল এর সক্রিয় বিপাক, ACE বাধা দেয়। ACE-এর বাধা এনজিওটেনসিন II-এর মাত্রা হ্রাস করে, যার ফলে রক্তনালী কম হয় এবং রক্তচাপ কমে যায়।",এনালাপ্রিল,রক্তনালী,উচ্চ রক্তচাপ,,ACE ইনহিবিটর,"সক্রিয় বিপাক, ACE বাধা, রক্তনালী, রক্তচাপ"
"এনালাপ্রিল কাঠামোগত বৈশিষ্ট্য এবং বিপাকের প্রক্রিয়া যা ওষুধটি এনজাইমকে বাধা দেওয়ার আগে ঘটতে পারে তা ব্যাখ্যা করে কেন এটি একই ইঙ্গিতের জন্য ব্যবহৃত অন্য একটি অনুরূপ ওষুধ, ক্যাপ্টোপ্রিলের চেয়ে বেশি ক্রিয়াশীল।",এনালাপ্রিল,,,,ACE ইনহিবিটর,"কাঠামোগত বৈশিষ্ট্য, বিপাকের প্রক্রিয়া, এনজাইম বাধা"
"এনালাপ্রিল সময়কাল ডোজ সম্পর্কিত; প্রস্তাবিত ডোজগুলিতে, অ্যান্টিহাইপারটেনসিভ এবং হেমোডাইনামিক প্রভাবগুলি কমপক্ষে 24 ঘন্টা ধরে বজায় রাখতে দেখা গেছে।",এনালাপ্রিল,," উচ্চ রক্তচাপ, হেমোডাইনামিক প্রভাব",,ACE ইনহিবিটর,"ডোজ, অ্যান্টিহাইপারটেনসিভ, হেমোডাইনামিক প্রভাব, সময়কাল"
"এনালাপ্রিল ইনহিবিটর ওষুধ যা উচ্চ রক্তচাপ , ডায়াবেটিক কিডনি রোগ এবং হার্ট ফেইলিউরের চিকিৎসায় ব্যবহৃত হয়।",এনালাপ্রিল," কিডনি, হৃদযন্ত্র","উচ্চ রক্তচাপ , ডায়াবেটিক কিডনি রোগ, হার্ট ফেইলিউর",,ACE ইনহিবিটর,চিকিত্সা
"হৃদযন্ত্রের ব্যর্থতার জন্য, এনালাপ্রিল সাধারণত মূত্রবর্ধক , যেমন ফুরোসেমাইডের সাথে ব্যবহার করা হয়। ",এনালাপ্রিল,হৃদযন্ত্র,হৃদযন্ত্রের ব্যর্থতা,,ACE ইনহিবিটর,"চিকিত্সা, মূত্রবর্ধক"
টেমাজেপাম হল একটি বেনজোডিয়াজেপাইন ওষুধ যা উদ্বেগ এবং ঘুমের সমস্যাগুলির চিকিৎসার জন্য ব্যবহৃত হয় ( অনিদ্রা) এটি মস্তিষ্কের রাসায়নিকগুলিকে প্রভাবিত করে যা ঘুমের ব্যাধিযুক্ত ব্যক্তিদের মধ্যে ভারসাম্যের বাইরে থাকতে পারে।,টেমাজেপাম,মস্তিষ্ক,"উদ্বেগ , অনিদ্রা ",,বেনজোডিয়াজেপাইন,"চিকিৎসা, ঘুমের ব্যাধি, ভারসাম্যের বাইরে"
টেমাজেপাম একটি মাঝারিভাবে কার্যকর সম্মোহনকারী। ওষুধের চিকিৎসা শেষ হলে অনিদ্রা আবার দেখা দিতে পারে। এই ওষুধের সর্বাধিক ব্যবহৃত প্রতিশব্দ হল গ্যালসিয়ন।,টেমাজেপাম,অনিদ্রা,,,বেনজোডিয়াজেপাইন," চিকিৎসা, প্রতিশব্দ"
টেমাজেপাম একটি বেনজোডিয়াজেপাইন ট্রানকুইলিজার। এটি একটি ক্লাস সি নিয়ন্ত্রিত ওষুধ। ন্যাশনাল ইনস্টিটিউট ফর হেলথ অ্যান্ড কেয়ার এক্সিলেন্সের কাছে নিয়ন্ত্রিত ওষুধ সম্পর্কে তথ্য রয়েছে।,টেমাজেপাম,,,,বেনজোডিয়াজেপাইন,"নিয়ন্ত্রিত ওষুধ , ক্লাস সি, ন্যাশনাল ইনস্টিটিউট ফর হেলথ অ্যান্ড কেয়ার এক্সিলেন্স"
"টেমাজেপাম হল একটি বেনজোডিয়াজেপাইন সম্মোহন ওষুধ যা স্বল্পমেয়াদী ব্যবস্থাপনায় ব্যবহৃত হয়
অনিদ্রা (এর সংক্ষিপ্ত বিবরণের জন্য ডায়াজেপামের মনোগ্রাফ দেখুন, পৃষ্ঠা 39-41
এই শ্রেণীর ওষুধের জন্য থেরাপিউটিক অ্যাকশনের ফার্মাকোলজি)।",টেমাজেপাম,অনিদ্রা,,,বেনজোডিয়াজেপাইন,"স্বল্পমেয়াদী ব্যবস্থাপনা , থেরাপিউটিক অ্যাকশন , ফার্মাকোলজি "
টেমাজেপাম অনিদ্রা (ঘুমতে সমস্যা) চিকিত্সার জন্য ব্যবহৃত হয়। এই ওষুধটি শুধুমাত্র স্বল্পমেয়াদী (সাধারণত 7 থেকে 10 দিন) ব্যবহারের জন্য।,টেমাজেপাম,,অনিদ্রা,,বেনজোডিয়াজেপাইন,"স্বল্পমেয়াদী ব্যবহারের জন্য, চিকিত্সা"
"টেমাজেপাম একটি বেনজোডিয়াজেপাইন। বেনজোডিয়াজেপাইন সেন্ট্রাল নার্ভাস সিস্টেম (সিএনএস) ডিপ্রেসেন্ট নামক ওষুধের গ্রুপের অন্তর্গত, যা স্নায়ুতন্ত্রকে ধীর করে দেয় এমন ওষুধ।",টেমাজেপাম,সেন্ট্রাল নার্ভাস সিস্টেম,,,বেনজোডিয়াজেপাইন,"স্নায়ুতন্ত্র x, ধীর করা"
"টেমাজেপাম কিছু ওষুধের সাথে ব্যবহার করলে গুরুতর বা প্রাণঘাতী শ্বাসকষ্ট, অবসাদ বা কোমা হওয়ার ঝুঁকি বাড়াতে পারে।",টেমাজেপাম,শ্বাসনালী,"শ্বাসকষ্ট , অবসাদ , কোমা ",,বেনজোডিয়াজেপাইন," গুরুতর শ্বাসকষ্ট , অবসাদ , কোমা, ঝুঁকি বাড়ানো "
"ইমাজেপাম, অন্যদের মধ্যে রেস্টোরিল ব্র্যান্ড নামে বিক্রি হয়, এটি বেনজোডিয়াজেপাইন শ্রেণীর একটি ওষুধ যা সাধারণত গুরুতর বা দুর্বল অনিদ্রার চিকিত্সার জন্য ব্যবহৃত হয়।",টেমাজেপাম,,গুরুতর বা দুর্বল অনিদ্রা,,বেনজোডিয়াজেপাইন,চিকিত্সা
"আসক্তির ঝুঁকির পাশাপাশি, টেমাজেপামের অন্যান্য পার্শ্বপ্রতিক্রিয়ার মধ্যে রয়েছে তন্দ্রা, মাথা ঘোরা, স্মৃতিশক্তির সমস্যা এবং গুরুতর উদ্বেগ।",টেমাজেপাম,,উদ্বেগ,,বেনজোডিয়াজেপাইন,"আসক্তির ঝুঁকি, তন্দ্রা , স্মৃতিশক্তির সমস্যা ], গুরুতর উদ্বেগ "
"টেমাজেপাম এর পার্শ্বপ্রতিক্রিয়া, ড্রাগটি যুক্তরাজ্যে একটি নিয়ন্ত্রিত পদার্থ, যার অর্থ আপনি এটি শুধুমাত্র একজন ডাক্তারের প্রেসক্রিপশনের মাধ্যমে পেতে পারেন।",টেমাজেপাম,,,,বেনজোডিয়াজেপাইন,"পার্শ্বপ্রতিক্রিয়া, নিয়ন্ত্রিত পদার্থ , প্রেসক্রিপশন"
টেমাজেপাম কঙ্কালের পেশী শিথিল করতে সক্ষম। টেমাজেপাম নিশাচর মায়োক্লোনাসের চিকিত্সায় এবং ন্যূনতম আক্রমণাত্মক অস্ত্রোপচারের আগে একটি পূর্বনির্ধারণ হিসাবে ব্যবহার করা হয়েছে,টেমাজেপাম,কঙ্কাল পেশী,"নিশাচর মায়োক্লোনাস, অস্ত্রোপচার",,বেনজোডিয়াজেপাইন,"পেশী শিথিল, নিশাচর মায়োক্লোনাস, অস্ত্রোপচার"
"টেমাজেপামের তুলনামূলকভাবে সংক্ষিপ্ত অর্ধ-জীবন রয়েছে (প্রায় 5 থেকে 11 ঘন্টা, কিছু বিষয় এবং বয়স্কদের ক্ষেত্রে বেশি), এবং ক্লিনিকাল গুরুত্বের সক্রিয় বিপাক নেই, এবং এইভাবে দীর্ঘায়িত ওষুধের চেয়ে সম্মোহনী হিসাবে ব্যবহারের জন্য বেশি উপযুক্ত বলে বিবেচিত হতে পারে যেমন ডায়াজেপাম হিসাবে,",টেমাজেপাম,,,,বেনজোডিয়াজেপাইন," অর্ধ-জীবন, সক্রিয় বিপাক, সম্মোহনী), ডায়াজেপাম "
টেমাজেপাম একটি ওষুধ যা উদ্বেগের চিকিত্সার জন্য ব্যবহৃত হয়। এটি বেনজোডিয়াজেপাইন শ্রেণীর ওষুধের মধ্যে রয়েছে,টেমাজেপাম,,উদ্বেগ,,বেনজোডিয়াজেপাইন,চিকিত্সা
"নির্দিষ্ট ওষুধের সাথে টেমাজেপাম গ্রহণ করলে আপনি গুরুতর তন্দ্রা, ধীর শ্বাস, কোমা বা মৃত্যুর গুরুতর ঝুঁকিতে পড়েন।",টেমাজেপাম,,,,বেনজোডিয়াজেপাইন,"গুরুতর তন্দ্রা, ধীর শ্বাস, কোমা, মৃত্যু"
যেহেতু অক্সিটোসিনের ইউটেরাইন সংবেদনশীলতায় তারতম্য হতে পারে তাই অক্সিটোসিনের ব্যবহারে সতর্ক থাকতে হবে। প্রতিটি রোগীর সর্বনিম্ন কার্যকর ডোজ নির্ধারণ করে তা লেবার আনয়ন করতে হবে।পর্যাপ্ত চিকিৎসা ও তদারকিতে শুধুমাত্র অক্সিটোসিন ব্যবহার করতে হবে।ভ্রুনের হার্টরেট ও মায়ের রক্তচাপ পর্যবেক্ষণে রাখতে হবে।ইউটেরাসের ক্ষত বা সারভিক্স ইউটেরি থাকলে অক্সিটোসিনের সতর্কতার সাথে ব্যবহার করতে হবে,অক্সিটোসিন,ইউটেরাস,সারভিক্স ইউটেরি,অক্সিটোসিন,পেপটাইড হরমোন,"ভ্রূণের হার্টরেট, রক্তচাপ"
"অতিরিক্ত অক্সিটোসিন ব্যবহার করা হলে প্রচন্ড ইউটেরাইন সংকোচন হতে পারে ফলে ভ্রূনের ব্রাডিকারডিয়া এবং এরিথমিয়া, নরম টিস্যুর বিদারণ, ইউটেরাসের বিদারণ, হয়তোবা ভ্রুন বা মাতৃমৃত্যুও ঘটতে পারে। এইসব ক্ষেত্রে তাৎক্ষণিক ইনফিউশন বন্ধ করতে হবে এবং টকোলাইসিস প্রয়োগ করতে হবে",অক্সিটোসিন,ইউটেরাস,"ভ্রূণের ব্রাডিকার্ডিয়া, এরিথমিয়া, ইউটেরাসের বিদারণ",অক্সিটোসিন,পেপটাইড হরমোন,টকোলাইসিস
"
বিরূপ প্রতিক্রিয়াঃ বিশেষক্ষেত্রে জলীয় ইনটক্সিকেশন হতে পারে। অক্সিটোসিন ব্যবহারের পর ইকটেরাস নিওনেটরাম বেড়ে যাওয়ার রিপোর্ট পাওয়া",অক্সিটোসিন,লিভার,ইকটেরাস নিওনেটরাম,অক্সিটোসিন,পেপটাইড হরমোন,জলীয় ইনটক্সিকেশন
এই প্রিপারেশনের সক্রিয় উপাদান হলো সিনথেটিক অক্সিটোসিন যা পোস্টেরিয়র পিটুইটারী গ্রন্থি থেকে নির্গত প্রাকৃতিক হরমোন থেকে অভিন্ন। অক্সিটোসিন ইউটেরাস সংকোচন করে স্বাভাবিক স্বতঃস্ফূর্ত প্রসববেদনা তৈরী করে এবং ক্ষণস্থায়ীভাবে ইউটেরাসে রক্তপ্রবাহে প্রতিবন্ধকতা সৃষ্টি করে। ইউটেরাস সংকোচনের ব্যাপকতা ও সময়কাল বেড়ে গেলে সারভিক্সের প্রশারতা ও প্রসারণ বাড়ে।,সিনথেটিক অক্সিটোসিন,"ইউটেরাস, পোস্টেরিয়র পিটুইটারী গ্রন্থি",প্রসববেদনা,অক্সিটোসিন,পেপটাইড হরমোন,সারভিক্সের প্রশারতা
" অক্সিটোসিন সিক্রেটরী এপিথেলিয়ামের মসৃণ পেশীকে উদ্দীপিত করে, ফলে স্তন্যদানকারী স্তনের ম্যামারী ডার্কুলার সিস্টেম থেকে দুগ্ধ নিঃসরণ হয়। কিন্তু সরাসরী দুগ্ধ নিঃসরণে এর কোনো ভূমিকা নেই অক্সিটোসিন এর অল্পমাত্রায় কার্ডিওভাসকুলার এবং এন্টিডাইইউরেটিক বৈশিষ্ট্য আছে। তদুপরি এটিকে সামান্য পরিমাণে উচ্চরক্তচাপ বৃদ্ধি, টক্সেমিয়া, (প্রি-এক্লাম্পসিয়া, সলুশ্য প্লাসেন্টা এবং ইউরেমিয়াতে নিরাপদে ব্যবহার করা যায়।",অক্সিটোসিন,"স্তন, হৃদপিণ্ড, কিডনি","উচ্চরক্তচাপ, প্রি-এক্লাম্পসিয়া, টক্সেমিয়া, ইউরেমিয়া",অক্সিটোসিন,পেপটাইড হরমোন,কার্ডিওভাসকুলার
"
প্রসব বেদনা শুরু করা, ইউটেরাস এর সংকোচন: ১-৫ আই ইউ অক্সিটোসিন ৫০০ মি.লি. ইন্ট্রাভেনাস ইনফিউশনের সাথে যোগ করে দিতে হবে। প্রতি মিনিটে ১ এম ইউ (১ এম ইউ = ০.০০১ আই ইউ) পরিমাণে প্রয়োগ শুরু করতে হবে। ইউটেরাসের সংকোচন সর্বোচ্চ সীমায় পৌঁছাতে প্রতি ৩০-৪৫ মিনিটে মাত্রা দ্বিগুণ করা যেতে পারে। সাধারনত সর্বোচ্চ সীমা প্রতি মিনিটে ১০ এমইউ।
নোটঃ ইন্ট্রামাসকুলার প্রয়োগে অক্সিটোসিন এর অনিয়মিত প্রতিক্রিয়া এবং পার্শ্বপ্রতিক্রিয়া দেখা যেতে পারে। যদি ইন্ট্রামাসকুলার ব্যবহার করা হয় তবে প্রতি ইঞ্জেকশনে সর্বোচ্চ মাত্রা ০.৫-১ আই ইউ হতে হবে।",অক্সিটোসিন,ইউটেরাস,প্রসব বেদনা,অক্সিটোসিন,পেপটাইড হরমোন,ইন্ট্রাভেনাস ইনফিউশন
"নিম্নোক্ত ইনফিউশন ফ্লুইডের সাথে মেশালে অক্সিটোসিন (রুমের তাপমাত্রায় ও দিনের আলোতে) ২৪ ঘন্টা পর্যন্ত কার্যকরী থাকে।সোডিয়াম ক্লোরাইড ০.৯%, এনহাইড্রাস গ্লুকোজ ৫%।এই ফ্লুইডের সাথে যোগ করে অক্সিটোসিন সরাসরি ইনফিউশন লাইনে দিলে উপাদানসমূহের অধঃক্ষেপ পড়েনা।
নিম্নোক্ত ইনফিউশন ফ্লুইডে মাধ্যমেও সরাসরি ইনফিউশন লাইনে সরাসরি ইনজেকশন করা যায়ঃ
সরবিটল ৫%, ইনভার্ট সুগার ১০%,রিংগার'স সলিউশন,হার্টম্যান'স সলিউশন (রিংগার ল্যাকটেট),রিওম্যাকরোডেক্স,ভামিন।কিন্তু পরবর্তী ফ্লুইড সমূহে ২৪ ঘন্টার স্থায়িত্ব প্রতিষ্ঠিত করা হয়নি।",অক্সিটোসিন,গর্ভাশয়,,অক্সিটোসিন,পেপটাইড হরমোন,ইনফিউশন ফ্লুইড
"অক্সিটোসিনের প্রধান কাজগুলি হল প্রসবের সময় জরায়ুর সংকোচনকে উদ্দীপিত করা, স্তন্যপান করানোর সময় দুধের নির্গমনকে উদ্দীপিত করা (লেডাউন) এবং মাতৃ লালন-পালন আচরণকে উন্নীত করা। অক্সিটোসিন অন্যান্য শারীরবৃত্তীয় এবং আচরণগত প্রক্রিয়াগুলিকে প্রভাবিত করে বলে মনে করা হয়, বিশেষ করে পুরুষ এবং মহিলাদের মধ্যে যৌন এবং সামাজিক আচরণ।",অক্সিটোসিন,"মস্তিষ্ক, জরায়ু, স্তন",,অক্সিটোসিন,পেপটাইড হরমোন,জরায়ু সংকোচন
"উভয় লিঙ্গের মধ্যে অক্সিটোসিন হাইপোথ্যালামাস দ্বারা উত্পাদিত হয় এবং পোস্টেরিয়র পিটুইটারি গ্রন্থি থেকে রক্ত ​​​​প্রবাহে জমা হয় এবং নিঃসৃত হয় । এটি মস্তিষ্ক, জরায়ু, প্লাসেন্টা, ডিম্বাশয় এবং টেস্টিস সহ অন্যান্য টিস্যুতে সংশ্লেষিত এবং নিঃসৃত হয়।",অক্সিটোসিন,"হাইপোথ্যালামাস, পোস্টেরিয়র পিটুইটারি গ্রন্থি, মস্তিষ্ক, জরায়ু, প্লাসেন্টা, ডিম্বাশয়, টেস্টিস",,অক্সিটোসিন,পেপটাইড হরমোন,অক্সিটোসিন
"কৃত্রিম অক্সিটোসিন প্রসূতি অনুশীলনে ব্যাপকভাবে ব্যবহৃত হয় প্রসবের জন্য প্রসব বা অব্যাহত রাখার জন্য, প্রসবের পরে রক্তপাত নিয়ন্ত্রণে এবং বুকের দুধ খাওয়ানোর জন্য লেটডাউন উদ্দীপনা।",অক্সিটোসিন,"জরায়ু, স্তন","প্রসব ব্যর্থতা, প্রসব-পরবর্তী রক্তপাত",অক্সিটোসিন,পেপটাইড হরমোন,লেটডাউন উদ্দীপনা
